host,ip,device,used_pct,mount
alkexadbadm02vm1,140.136.66.122,/dev/mapper/VGExaDbDisk.pv8_vgexadb.img-LVDBDisk,75,/u01/app/oracle/product/12.1.0
alkexadbadm01vm5,140.136.66.165,zfsbkgui2:/export/backup2-kpr,94,/backup2-kpr
alkexadbadm03vm1,140.136.66.123,/dev/mapper/VGExaDb-LVDbSys1,75,/
alkexadbadm02vm2,140.136.66.133,/dev/mapper/VGExaDbDisk.grid19.6.0.0.200114.img-LVDBDisk,71,/u01/app/19.0.0.0/grid
alkexadbadm02vm4,140.136.66.155,/dev/mapper/VGExaDb-LVDbHome,73,/home
alkexadbadm02vm1,140.136.66.122,zfsbkgui2:/export/backup2-kpr,94,/backup2-kpr
alkexadbadm03vm5,140.136.66.167,/dev/mapper/VGExaDb-LVDbSys1,81,/
alkexadbadm03vm1,140.136.66.123,/dev/mapper/VGExaDb-LVDbOra1,71,/u01
alkexadbadm02vm2,140.136.66.133,zfsbkgui2:/export/backup2-kpr,94,/backup2-kpr
alkexadbadm02vm4,140.136.66.155,/dev/mapper/VGExaDbDisk.grid19.6.0.0.200114.img-LVDBDisk,71,/u01/app/19.0.0.0/grid
alkexadbadm04vm1,140.136.66.124,/dev/mapper/VGExaDb-LVDbSys1,75,/
alkexadbadm03vm1,140.136.66.123,/dev/mapper/VGExaDb-LVDbVar1,71,/var
ak170-n0,172.16.10.9,/dev/mapper/rootVG-srv,74,/srv
alkexadbadm03vm5,140.136.66.167,/dev/mapper/VGExaDb-LVDbVar1,70,/var
ak170-n1,172.16.10.6,/dev/mapper/rootVG-srv,74,/srv
alkexadbadm04vm1,140.136.66.124,/dev/mapper/VGExaDb-LVDbVar1,71,/var
alkexadbadm03vm1,140.136.66.123,zfsbkgui2:/export/backup2-kpr,94,/backup2-kpr
akb30-n0,147.127.110.13,/dev/mapper/rootVG-data,70,/data
alkexadbadm04vm1,140.136.66.124,/dev/mapper/VGExaDb-LVDbOra1,75,/u01
akb30-n1,147.127.110.13,/dev/mapper/rootVG-data,70,/data
akcal-n1,172.16.78.8,/dev/mapper/rootVG-backup,93,/backup
alkexadbadm04vm1,140.136.66.124,zfsbkgui2:/export/backup2-kpr,94,/backup2-kpr
akcan-n0,172.16.77.3,/dev/mapper/rootVG-srv,79,/srv
akcan-n1,172.16.77.4,/dev/mapper/rootVG-srv,79,/srv
akflo-n1,172.16.124.4,efivarfs,71,/sys/firmware/efi/efivars
akcal-n1,172.16.78.8,/dev/mapper/rootVG-data,78,/data
akper-n1,172.16.9.3,efivarfs,73,/sys/firmware/efi/efivars
aktuq-n0,172.16.90.16,/dev/mapper/rootVG-data,70,/data
akven-n0,172.16.4.3,/dev/mapper/rootVG-data,70,/data
akven-n1,172.16.4.4,/dev/mapper/rootVG-data,82,/data
akvil-n0,172.16.3.10,/dev/mapper/rootVG-data,70,/data
akvil-n1,172.16.3.10,/dev/mapper/rootVG-data,70,/data
Akyop-n0,10.121.0.9,/dev/mapper/rootVG-data,74,/data
akyop-n1,10.121.0.9,/dev/mapper/rootVG-data,74,/data
albel-n0,10.108.2.24,/dev/mapper/rootVG-data,73,/data
aldie-n0,10.106.3.8,efivarfs,78,/sys/firmware/efi/efivars
aliba-bk,10.144.3.7,/dev/mapper/rootVG-data,81,/data
alka1-n0,10.206.42.11,efivarfs,76,/sys/firmware/efi/efivars
almay-bk,10.87.3.8,/dev/mapper/rootVG-data,70,/data
fofon-n0,10.95.3.5,/dev/mapper/rootVG-root,74,/
ktchi-new,10.32.3.7,/dev/mapper/rootVG-srv,77,/srv
ktjul-n0,10.127.0.12,/dev/mapper/rootVG-data,74,/data
ktpob-bk,10.92.3.4,/dev/mapper/rootVG-srv,71,/srv
ktpob-new,10.92.3.3,/dev/mapper/rootVG-srv,71,/srv
ktsba-n1,10.89.3.3,/dev/mapper/rootVG-data,70,/data
ktsba-nuevo,10.89.0.100,/dev/mapper/rootVG-data,72,/data
ktsoa-bk,10.46.3.8,/dev/mapper/rootVG-data,80,/data
kttun-n0,10.90.3.2,/dev/mapper/rootVG-srv,77,/srv
kttun-n1,10.90.3.3,/dev/mapper/rootVG-srv,77,/srv
ktvil-bk,10.151.3.3,/dev/mapper/rootVG-srv,72,/srv
ktvil-n0,10.151.3.6,/dev/mapper/rootVG-srv,72,/srv
mongodb_micro01,10.181.34.9,/dev/mapper/rootVG-usr,78,/usr
mongodb_micro02,10.181.34.10,/dev/mapper/rootVG-usr,78,/usr
soabogdis01,10.181.34.60,/dev/mapper/rootVG-usr,72,/usr
soabogdis02,10.181.34.61,/dev/mapper/rootVG-usr,72,/usr
fbcredito_db,10.181.34.6,UNI400F:/backup_linux_uni400,89,/backup_linux_uni400
mongodb_micro02,10.181.34.10,/dev/sda2,82,/boot
mongodb_micro01,10.181.34.9,/dev/sda2,82,/boot
soabogdis01,10.181.34.60,/dev/mapper/rootVG-var_mqsi,76,/var/mqsi
soabogdis02,10.181.34.61,/dev/mapper/rootVG-var_mqsi,70,/var/mqsi
batch03,10.181.0.75,app,81,/app
ws01,10.181.0.73,ws,74,/ws
ws02,10.181.0.74,ws,72,/ws
ansibleawx,10.181.5.247,/dev/mapper/ol-usr,77,/usr
ansiblegrafana,10.181.5.249,/dev/sda2,82,/boot
appdespadock_prd,10.181.5.64,/dev/sda2,83,/boot
appidman,10.181.3.77,/dev/mapper/rhel00-app,77,/app
ansibleawx,10.181.5.247,/dev/sda2,83,/boot
batman_new,10.181.5.224,/dev/sda2,84,/boot
cloudcontrol02,10.181.4.245,/dev/mapper/rootVG-oem13,72,/oem13
contactcrmdbprd,10.181.5.214,/dev/sda2,83,/boot
corbemovil_prd,10.181.0.21,/dev/mapper/rootVG-movilventas,91,/movilventas
crm04_k8s,10.181.4.11,UNI400F:/backup_linux_uni400,89,/backup_linux_uni400
crm05_k8s,10.181.4.16,/dev/mapper/rootvg-root,72,/
corbemovil_prd,10.181.0.21,/dev/sda2,82,/boot
crm_bd4,10.181.5.219,/dev/mapper/ol-data,85,/data
despachos_dba,10.181.4.244,/dev/mapper/rootJG-data,85,/data
crm_db3,10.181.4.103,/dev/mapper/data-data_mysql,87,/var/lib/mysql
crm05_k8s,10.181.4.16,/dev/mapper/rootvg-data,76,/data
corbemovil_prd,10.181.0.21,/dev/mapper/rootVG-var,77,/var
crm_bd4,10.181.5.219,/dev/sda2,82,/boot
crm_db3,10.181.4.103,UNI400F:/backup_linux_uni400,89,/backup_linux_uni400
despachos_dba,10.181.4.244,10.181.7.1:/data/col1/linux,91,/datadomain
crm05_k8s,10.181.4.16,/dev/mapper/rootvg-var,72,/var
crm_bd4,10.181.5.219,UNI400F:/backup_linux_uni400,89,/backup_linux_uni400
corbemovil_prd,10.181.0.21,UNI400F:/backup_linux_uni400,89,/backup_linux_uni400
despachos_dba,10.181.4.244,UNI400F:/backup_linux_uni400,89,/backup_linux_uni400
dxcpoc,10.181.8.218,/dev/sda2,84,/boot
goldengateapp,10.181.8.226,/dev/mapper/ol-usr,76,/usr
ibm_audit,10.181.11.153,/dev/mapper/rootVG-var,73,/var
jdadbarchprd,10.181.3.169,UNI400F:/backup_linux_uni400,89,/backup_linux_uni400
jda_app_prod,10.181.3.84,UNI400F:/backup_linux_uni400,89,/backup_linux_uni400
mantis_new,10.181.5.68,/dev/sda2,81,/boot
goldengateapp,10.181.8.226,/dev/sdb2,82,/boot
microscrm_new,10.181.5.126,/dev/mapper/rootVG-usr,77,/usr
mantis_new,10.181.5.68,UNI400F:/backup_linux_uni400,89,/media/bk_mantis
microservicios8,10.181.4.14,/dev/mapper/centos-var,75,/var
micro_stagecrm,10.181.5.29,/dev/mapper/rootVG-microservicios,77,/microservicios
microscrm_new,10.181.5.126,/dev/mapper/rootVG-microservicios,85,/microservicios
moviltrack,10.181.3.109,/dev/mapper/centos-var_lib_mysql,77,/var/lib/mysql
newmercad_app_prd,10.181.3.144,/dev/mapper/rootVG-movilventas,80,/movilventas
newmercad_db_prd,10.181.3.23,/dev/mapper/rootVG-usr,70,/usr
micro_stagecrm,10.181.5.29,/dev/sda2,83,/boot
microscrm_new,10.181.5.126,/dev/sda2,83,/boot
moviltrack,10.181.3.109,/dev/mapper/centos-movilventas_new,81,/movilventas
newmercad_app_prd,10.181.3.144,/dev/sr0,100,/run/media/tux/OL-8-4-0-BaseOS-x86_64
newmercad_db_prd,10.181.3.23,/dev/mapper/rootVG-var,70,/var
micro_stagecrm,10.181.5.29,/dev/mapper/rootVG-var,76,/var
microscrm_new,10.181.5.126,UNI400F:/backup_linux_uni400,89,/backup_linux_uni400
moviltrack,10.181.3.109,UNI400F:/backup_linux_uni400,89,/backup_linux_uni400
newmercad_db_prd,10.181.3.23,/dev/mapper/rootVG-var_log,71,/var/log
NTPBOGDIS-PRD,10.181.0.155,/dev/sda2,82,/boot
PASBOGDIS01,10.181.8.208,/dev/sda2,79,/boot
oracleidman,10.181.3.79,/dev/mapper/rootVG-oradata,88,/oradata01
newmercad_db_prd,10.181.3.23,UNI400F:/backup_linux_uni400,89,/backup_linux_uni400
pos_historicos2,10.181.0.111,UNI400F:/backup_linux_uni400,89,/backup_linux_uni400
Preto,10.181.11.107,/dev/mapper/centos-var_lib_mysql,77,/var/lib/mysql
oracleidman,10.181.3.79,/dev/mapper/rootVG-oradata_01,90,/oradata02
PASBOGDIS01,10.181.8.208,/dev/sr0,100,/run/media/tux/OL-9-4-0-BaseOS-x86_64
pos_historicos2,10.181.0.111,10.181.7.1:/data/col1/linux,91,/datadomain
redcontigo_db,10.181.5.70,/dev/sda2,80,/boot
Preto,10.181.11.107,10.181.7.1:/data/col1/linux,91,/datadomain
oracleidman,10.181.3.79,/dev/mapper/rootVG-home,78,/home
scancodfuente,10.181.9.80,/dev/mapper/ol-var,73,/var
pos_historicos2,10.181.0.111,192.168.251.15:/pos_historicosnew_uni400F,77,/pos_historicos
redcontigo_db,10.181.5.70,/dev/mapper/rootVG-oradata,70,/oradata
oracleidman,10.181.3.79,UNI400F:/backup_linux_uni400,89,/backup_linux_uni400
soa-historicos,10.181.5.185,/dev/sda2,82,/boot
redcontigo_db,10.181.5.70,UNI400F:/backup_linux_uni400,89,/backup_linux_uni400
SOCNESUSPROITSS,10.181.8.191,/dev/sda2,80,/boot
SOCSCITSS,10.181.8.193,/dev/sr0,100,/run/media/tux/OL-9-4-0-BaseOS-x86_64
soa-historicos,10.181.5.185,UNI400F:/dxl_historicos,86,/bck_dlxhist
tobin_new,10.181.3.106,10.181.7.1:/data/col1/linux,91,/datadomain
SOCNESUSPROITSS,10.181.8.191,/dev/mapper/ol-opt,73,/opt
wms_app03_prd,10.181.4.101,/dev/mapper/rhel-home,70,/home
soa-historicos,10.181.5.185,UNITY650F:/Historicos_SOA,98,/soa_historicos
wms_apparch_prod,10.181.3.168,/dev/sda1,77,/boot
wms_app_aktprd,10.181.4.211,UNI400F:/backup_linux_uni400,89,/backup_linux_uni400
wms_app03_prd,10.181.4.101,UNI400F:/backup_linux_uni400,89,/backup_linux_uni400
wms_app_prod,10.181.3.65,/dev/sda1,77,/boot
wms_apparch_prod,10.181.3.168,/dev/mapper/rootVG-var_cache,70,/var/cache
akomer68,10.181.3.233,/dev/sr0,100,/run/media/root/SLE-15-SP5-Full-x86_64102.11.001
wms_app_prod,10.181.3.65,UNI400F:/backup_linux_uni400,89,/backup_linux_uni400
alni5,10.181.3.178,/dev/mapper/rootVG-home,70,/home
dilin-n0,10.181.4.235,/dev/sr0,100,/run/media/root/SLE-15-SP5-Full-x86_64102.11.001
geodbqa,10.181.11.114,/dev/mapper/ol-oracle,70,/oracle
geohubnew-prod,10.181.4.248,/dev/sda1,83,/boot
geopos-fx-n1,10.181.0.113,/dev/mapper/FILES-pdf--xml,73,/nasgeopos
geodbqa,10.181.11.114,/dev/sda2,82,/boot
geohubnew-prod,10.181.4.248,/dev/mapper/rootVG-home,75,/home
ktint-n0,10.181.3.124,/dev/mapper/rootVG-data,78,/data
moncajageo,10.181.8.221,/dev/sda2,81,/boot
geopos-fx-n1,10.181.0.113,/dev/mapper/GPOSSRV-dbpos,87,/dbpos
geodbqa,10.181.11.114,UNITY650F:/backup_geopos,76,/geoposbk
reflo-n0,10.181.3.240,/dev/sr0,100,/run/media/root/SLE-15-SP5-Full-x86_64102.11.001
geopos-fx-n1,10.181.0.113,/dev/mapper/GPRICSRV-geopricer,73,/geopricer
repmd-n0,10.181.4.83,/dev/sr0,100,/run/media/root/SLE-15-SP5-Full-x86_64102.11.001
tebor-n0,10.181.4.239,/dev/sr0,100,/run/media/root/SLE-15-SP4-Full-x86_64151.11.001
temev-n0,10.181.5.237,/dev/sr0,100,/run/media/root/SLE-15-SP4-Full-x86_64151.11.001
geopos-fx-n1,10.181.0.113,/dev/mapper/GINTSRV-integ,74,/integ
